cod,nombre,Lat,Long,ocupacion,intensidad
79010,C/. Príncipe Carlos  - Pintor Ignacio de Zuloaga-Francisco Pi y Margall,40.48616295,-3.65204919,1,160
79011,C/. Príncipe Carlos  - Alcalde Aristizabal Manchón-Francisco Pi y Margall,40.48848387,-3.65120531,0,100
79012,Av. Francisco Pi y Margal - Vicente Blasco Ibáñez-Ana de Austria,40.49071248,-3.65935679,9,1340
79014,Av. Francisco Pi y Margall - Ana de Austria-María de Portugal,40.49377740,-3.66423143,15,1220
79015,Av. Francisco Pi y Margall   - María de Portugal-Av. Burgos,40.49477185,-3.66578426,29,1260
79016,Vía Servicio A-1 - Arroyo de Valdebebas-Francisco Pi y Margall,40.49394322,-3.66812150,20,2600
79017,C/. María de Portugal - Leonor de Austria-Francisco Pi y Margall,40.49528131,-3.66470781,3,520
79018,Av. Burgos - Av. Francisco Pi y Margall-Av. Burgos,40.49560202,-3.66584990,38,1100
79019,Av. Burgos   - Abetal-Quintanapalla,40.49679789,-3.66614399,27,920
79020,Av. Burgos   - Quintanavides-Puerto de Somport,40.49573585,-3.66749234,51,1680
79021,Av. Burgos   - Puerto de Somport-Cº Fuencarral a Hortaleza,40.49505246,-3.66841635,31,2640
79022,C/. Quintanavides  - Foresta-Abetal,40.49696342,-3.66754339,8,960
79023,C/. Puerto de Somport  - Av.Burgos-Foresta,40.49554118,-3.66832082,1,300
79024,C/. Puerto de Somport - Foresta-Av. Burgos,40.49556893,-3.66898831,32,680
79025,Av. Burgos - Camino Fuencarral a Hortaleza-Puerto de Somport,40.49470129,-3.66776602,12,640
79026,Av. Burgos S-N - Francisco Pi y Margall-Av.Burgos,40.49558386,-3.66593013,30,1620
79027,Av. Alcalde Conde Mayalde   - Príncipe Carlos-Infanta Catalina Micaela,40.48532963,-3.66083600,46,1220
79028,Av. Alcalde Conde Mayalde  - Príncipe Carlos-Infanta Catalina Micaela,40.48627018,-3.65987203,13,720
79029,Av. Alcalde Conde Mayalde  - Príncipe Carlos-Infanta Catalina Micaela,40.48630512,-3.65991112,30,600
79030,Av. Alcalde Conde Mayalde - Av. Francisco Pi y Margall-Av. Manoteras,40.48731685,-3.65842067,30,820
79031,Av. Alcalde Conde Mayalde - Av. Francisco Pi y Margall-Av. Manoteras,40.48735358,-3.65845731,13,420
79032,Caminmo Fuente de la Mora - Av. Manoteras-Príncipe Carlos,40.48573141,-3.66112979,49,320
79401,Av. Niceto Alcalá Zamora S-N - Pintor Ignacio Zuloaga-Av. Francisco Pi y Margall,40.48414853,-3.64789266,15,20
79402,C/. Pintor Ignacio Zuloaga  - Príncipe Carlos-Niceto Alcalá Zamora,40.48586565,-3.65197620,0,40
79403,C/. Alcalde Aristizabal Manchón - Alcalde Henche Plata-Principe Carlos,40.48866990,-3.65078126,15,20
79404,C/. Alcalde Álvarez de Villaamil - Alcalde Henche Plata-Príncipe Carlos,40.48944048,-3.65091188,1,20
79405,C/. Alcalde Redondo Aceña - Alcalde Henche Plata-Príncipe Carlos,40.49019526,-3.65121282,7,60
80001,ILLESCAS ENTRE Pº EXTREMADURA Y SESEÑA SENTIDO O-E,40.39690963,-3.76577040,0,180
80002,(TACTICO) ESCALONA O-E,40.39553873,-3.76448783,0,0
80003,ESCALONA ENTRE SESEÑA Y MAQUEDA SENTIDO S-N,40.39516543,-3.76574987,0,60
80004,AV.POBLADOS N-S(SEBASTIAN ALVAROMELILOTO),40.39122802,-3.76852212,40,1500
80005,PADRE PIQUER N-S(SESEÑA-TEMBLEQUE),40.39085896,-3.76692454,0,0
80006,AV.DE LOS  POBLADOS ENTRE GUAREÑA Y PADRE PIQUER SENTIDO E-O,40.38951950,-3.76632181,27,1140
80007,AV.DE LOS POBLADOS ENTRE LUIS CHAMIZO Y GRAL. FANJUL SENTIDO O-E,40.38678455,-3.76321237,2,240
80008,GRAL. FANJUL ENTRE AV.DE LOS POBLADOS Y GUAREÑA SENTIDO N-S,40.38522265,-3.76310199,3,840
80009,AV. DE LOS POBLADOS ENTRE CTRO. PENITENCIARIO Y GRAL. FANJUL SENTIDO E-O,40.38408735,-3.75979599,6,1140
80010,GRA. FANJUL ENTRE AVDA.DE LOS POBLADOS Y OCAÑA SENTIDO S-N,40.38588181,-3.76135150,19,1860
80011,(AFOROS)GRAL. FANJUL O-E(GUAREÑA-AV. POBLADOS),40.38441292,-3.76365894,13,1920
80012,GUAREÑA N-S(LUIS CHAMIZO-GRAL. FANJUL),40.38506628,-3.76488104,6,420
80013,GRAL. FANJUL O-E(BLANCO SOLER-RAFAEL FINAT),40.38400922,-3.76639213,0,0
80014,RAFAEL FINAT O-E(FUERTE NAVIDAD-VIDAUBA),40.38316741,-3.76568932,13,600
80015,(TACTICO)JOSE CADALSO S-N(VALLE INCLAN-GRAL. FANJUL),40.38250738,-3.77198627,0,0
80017,(TACTICO)VILLAVICIOSA N-S,40.39649337,-3.77356837,,
80018,CTRA.CARABANCHEL A ARAVACA E-O(SEBASTIAN ALVARO-VILLAVICIOSA)10mts,40.39617995,-3.77372354,,
80018,CTRA.CARABANCHEL A ARAVACA E-O(SEBASTIAN ALVARO-VILLAVICIOSA)10mts,40.39693290,-3.77433286,,
80019,(TACTICO)SANCHIDRIAN S-N,40.39641879,-3.77421468,,
80026,MAQUEDA N->S ENTRE ESCALONA Y MAQUEDA 10,40.39409654,-3.76484633,0,0
80027,MAQUEDA S->N ENTRE ILLESCAS Y MAQUEDA 10,40.39374615,-3.76459421,0,300
80028,MAQUEDA E->O LATERAL ENTRADA A  MAQUEDA 10,40.39394716,-3.76455123,0,60
80029,CTRA. CARABANCHEL A ARAVACA N-S (GIRO SEBASTIAN ALVARO),40.39414222,-3.77198483,,
80030,(TACTICO) SALIDA PARQUE BOMBEROS,40.38776198,-3.76454707,0,4
80033,CTRA.CARABANCHEL A ARAVACA O-E(M-502-SANCHIDRIAN)85mts,40.39742313,-3.77472898,,
80034,CRA CCHEL A ARAVACA ENTRE DANIEL SEGOVIA Y VILLAVICIOSA,40.39520385,-3.77306089,,
80035,CRA CCHEL A ARAVACA ENTRE DANIEL SEGOVIA Y S.ALVARO,40.39500097,-3.77302366,,
80036,SEBASTIAN ALVARO ENTRADA CRUCE,40.39412244,-3.77219167,,
80037,AV. POBLADOS S-N(PADRE PIQUER-SEBASTIAN ALVARO),40.39070092,-3.76773816,16,1800
80300,(MICRO)AV.POBLADOS E-O (GIRO A GRAL FANJUL),40.38579654,-3.76159058,1,120
80301,(MICRO)AV.POBLADOS O-E (GIRO A GRAL FANJUL),40.38546612,-3.76195377,43,180
80302,(MICRO)SALIDA INTERCAMBIADOR AUTOBUSES,40.38504095,-3.76074132,23,120
81001,Pº.DE LA ERMITA DEL SANTO ENTRE SEPÚLVEDA Y AV. MANZANARES O-E,40.41076559,-3.72310853,13,480
81002,Pº.DE LOS JESUITAS ENTRADA CRUCE JUNTO LINEA PARADA  N-S,40.40602167,-3.73561153,28,240
81003,Mª DEL CARMEN ENTRADA CRUCE (2 ESPIRAS)  N-S,40.40620612,-3.73295861,1,60
81005,VIA CARPETANA ENTRE CARAMUEL Y Pº ERMITA DEL SANTO  N-S,40.40038479,-3.73232170,1,180
81006,Pº. DE LA ERMITA DEL SANTO ENTRADA CRUCE  E-O,40.39927436,-3.73179943,4,720
81007,VIA CARPETANA GIRO DESDE Pº ERMITA DEL SANTO  N-E,40.39951752,-3.73366089,10,17
81008,VIA CARPETANA ENTRE ARROYO VALDECELADA - ERMITA SANTO,40.39897019,-3.73414464,14,1380
81009,AV.MANZANARES N-S PTE.SEGOVIA M-30,40.41134885,-3.72316897,37,960
81010,(TACTICO)AV. CAPRICHOS S-N(ENTRADA A SEPULVEDA),40.40654855,-3.72889990,30,180
81011,AV.MANZANARES N-S ENTRADA TÚNEL,40.41080206,-3.72288186,12,840
81012,SAN AMBROSIO O-E (Pº ERMITA DEL SANTO-ENTRADA TÚNEL),40.40453087,-3.72446219,95,300
81013,IVAN VARGAS E-O (CALLE),40.40270788,-3.72394231,2,120
81014,IVAN VARGAS E-O (TÚNEL),40.40277949,-3.72397793,3,360
81015,PTE SAN ISIDRO E-O (-Pº MELANCOLICOS-Pº ERMITA DEL SANTO),40.40372157,-3.72368230,4,660
81016,Pº ERMITA DEL SANTO S-N(PTE S.ISIDRO-S.AMBROSIO),40.40388601,-3.72465931,10,1440
81017,Pº ERMITA DEL SANTO N-S(VIA CARPETANA-SAN AMBROSIO),40.40492720,-3.72482105,7,360
81018,ERMITA DEL SANTO ENTRE IVAN VARGAS Y PTE S.ISIDRO S-N,40.40285650,-3.72459933,6,720
82001,SAN JAIME N-S(PTO. MIJARES-PTO.POZAZAL),40.37985802,-3.62693491,10,380
82002,(TACTICO) PTO. PILAS E-O(SIERRA GREDOS-SAN JAIME),40.37917359,-3.62740877,,
82003,(TACTICO) PTO. PILAS E-O(SIERRA GREDOS-SAN JAIME),40.37876952,-3.62822459,75,499
82004,SIERRA GADOR ENTRE LA SIERRA VIEJA Y PL.SIERRA GADOR,40.37994259,-3.62189391,,
82005,REAL DE ARGANDA ENTRE GAVIA SECA Y PL SIERRA GADOR,40.37967640,-3.62094940,,
82006,REAL DE ARGANDA ENTRE PL SIERRA GADOR Y GAVIA SECA,40.37960198,-3.62040357,6,240
82007,MONTES DE BARBANZA ENTRE TR. GAVIA SECA Y REAL DE ARGANDA,40.37869999,-3.61909830,32,260
82008,PICO DE LA CIERVA ENTRE SIERRA DEL TORCAL Y REAL DE ARGANDA,40.37914993,-3.61874377,2,60
82009,REAL DE ARGANDA ENTRE RONDA DE LAS SUERTES Y SIERRA DEL TORCAL,40.37949396,-3.61713979,,
82010,SIERRA DEL TORCAL N-S,40.37960314,-3.61728766,,
82011,REAL DE ARGANDA ENTRE GAVIA SECA Y SIERRA DEL TORCAL,40.37946519,-3.61745823,,
82012,PUENTELARRA ENTRADA CRUCE O-E,40.38440143,-3.60577947,,
82013,GONZALEZ DAVILA ENTRE LUIS I Y HORMIGUERAS,40.37659724,-3.63921262,1,340
82014,HORMIGUERAS ENTRADA CRUCE E-O,40.37610364,-3.63755471,5,320
82015,HORMIGUERAS ENTRE MIRAVETE Y GONZALEZ DAVILA,40.37550919,-3.63960366,2,120
82016,GONZALEZ DAVILA ENTRE GAMONAL Y HORMIGUERAS,40.37489989,-3.63828622,3,499
82017,(TACTICO)POZO TIO RAIMUNDO S-N(ENTRADA GR-1),40.37385567,-3.65114451,,
82018,(TACTICO)CNO. HORMIGUERAS N-S(ENTRADA GR-2),40.37447158,-3.65146670,,
82019,(TACTICO)POZO TIO RAIMUNDO S-N(ENTRADA GR-1),40.37375301,-3.65097662,,
82020,(TACTICO)CNO. HORMIGUERAS N-S(ENTRADA GR-2),40.37458412,-3.65131805,,
82021,(TACTICO)POZO TIO RAIMUNDO S-N(BOCA TUNEL),40.37411630,-3.65147058,,
82022,(TACTICO)POZO TIO RAIMUNDO S-N(BOCA TUNEL),40.37400672,-3.65128610,,
82023,(TACTICO)CNO. HORMIGUERAS N-S(BOCA TUNEL),40.37435258,-3.65161656,,
82024,(TACTICO)CNO. HORMIGUERAS N-S(BOCA TUNEL),40.37437100,-3.65153496,,
82025,GONZALEZ DAVILA ENTRE LUIS I Y CNO HORMIGUERAS GIRO IZQDA,40.37660733,-3.63915599,,
82026,(TACTICO) PTO. POZAZAL O-E(PTO. USED-SAN JAIME),40.37929960,-3.62796476,2,220
82027,FELIPE ALVAREZ E-O(MANUEL PAVIA-JESUS PINO),40.38203623,-3.62349369,41,220
82028,SAN JAIME O-E(SIERRA GADOR-SIERRA GUADALUPE),40.38103826,-3.62498739,10,780
82029,JESUS PINO N-S(AV. ALBUFERA-SAN JAIME),40.38273860,-3.62514353,3,460
83001,AVDA. DEMOCRACIA NE-SO,40.38464779,-3.62452371,99,40
83002,GRANVIA DEL ESTE E-O,40.38401688,-3.62359624,0,160
83003,JESUS DEL PINO N-S,40.38248231,-3.62474760,14,1040
83004,AVDA. ALBUFERA O-E,40.38319820,-3.62702328,5,780
83005,ARBOLEDA N-S,40.38432575,-3.62583282,3,180
83006,CTRA. VICALVARO A VALLECAS E-O,40.38329966,-3.62683243,9,1280
83007,CTRA.VICALVARO A VALLECAS O-E,40.38301867,-3.62913315,9,700
83008,(TACTICO)BRUNO ABUNDEZ S-N,40.38301063,-3.62771041,,
83009,(TACTICO)BRUNO ABUNDEZ N-S,40.38330305,-3.62820890,,
84001,AV.CARABANCHEL ALTO ENTRE CARPIO Y TORTA Y AV.PESETA,40.36343255,-3.75379580,3,300
84002,AV.PESETA ENTRE LA CORONA Y AV.CARABANCHEL ALTO,40.36225039,-3.75245133,4,600
84003,AV. DE CARABANCHEL ALTO ENTRE M-40 Y AV.PESETA,40.36090614,-3.75394438,9,1680
84004,AV.DE LA PESETA ENTRE LOS MORALES Y AV.CARABANCHEL ALTO,40.36217091,-3.75533869,7,1080
84005,CARPIO Y TORTA ENTRADA CRUCE,40.36437537,-3.75381479,0,0
84006,ALLARIZ ENTRADA CRUCE,40.36747206,-3.75361625,72,120
84007,GOMEZ ARTECHE ENTRADA CRUCE,40.37016572,-3.75339050,28,240
84008,LATERAL VIA LUSITANA ENTRE AGUACATE Y AV PESETA,40.36462808,-3.74315793,3,300
84009,REAL ENTRE CALDERILLA Y VIA LUSITANA,40.36347898,-3.74260307,6,180
84010,LATERAL VIA LUSITANA S-N,40.36261069,-3.74409090,40,720
84011,AV.DE LA PESETA ENTRE MARAVEDI Y VIA LUSITANA,40.36334098,-3.74491067,4,480
84012,VIA LUSITANA ENTRE HALCONERO DEL REY Y AGUACATE,40.36834027,-3.74045040,4,780
84013,TRESETA ENTRE CALDERILLA Y VIA LUSITANA,40.36698607,-3.74008725,2,90
84014,VIA LUSITANA ENTRE AV PESETA Y AGUACATE,40.36645248,-3.74187833,10,2100
84015,AV. EURO ENTRE REUS Y AGUACATE,40.36861905,-3.74144684,2,427
84016,AGUACATE ENTRE VIA LUSITANA Y AV. EURO,40.36794258,-3.74147583,19,863
84017,AV. EURO ENTRE PESO HISPANICO Y AGUACATE,40.36769848,-3.74241664,9,509
84018,AGUACATE ENTRE SECOYA Y AV. EURO,40.36877200,-3.74275383,8,338
84019,AGUACATE ENTRE AV. EURO Y VIA LUSITANA,40.36801075,-3.74167764,10,819
84020,PINAR DE SAN JOSE ENTRE JACOBEO Y AV. PESETA,40.36428618,-3.76188239,10,164
84021,AV. PESETA ENTRE CUEVAS DE ALTAMIRA Y PINAR DE SAN JOSE,40.36336920,-3.76201278,2,570
84022,PINAR DE SAN JOSE ENTRE P. DE LA HUMANIDAD Y AV. PESETA,40.36366246,-3.76355998,5,379
84023,AV.DE LA PESETA ENTRE VALLE DE BOI Y PINAR DE SAN JOSE,40.36474022,-3.76324869,8,378
84024,CTRA. BARRIO DE LA FORTUNA ENTRE TROMPAS Y FLAUTAS,40.37123439,-3.76603889,3,420
84025,AV.DE LA PESETA ENTRE CLARINETES Y FLAUTAS,40.36906523,-3.76555184,7,1500
84026,CTRA. BARRIO DE LA FORTUNA S-N,40.36903382,-3.76631406,4,780
84027,FLAUTAS ENTRE TIMBALES Y CTRA. Bº FORTUNA,40.37019441,-3.76739368,3,180
84028,JACOBEO ENTRE CLARINETES Y PINAR DE SAN JOSÉ,40.36522190,-3.76085610,6,420
84029,JACOBEO ENTRE CUEVAS DE ALTAMIRA Y PINAR DE SAN JOSÉ,40.36436297,-3.75991533,5,540
84030,PINAR DE SAN JOSÉ ENTRE PARQUE DE GARAJONAI Y JACOBEO,40.36450658,-3.76108247,4,240
84031,CTRA. Bº DE LA FORTUNA ENTRE AV.PESETA Y NISSAN,40.36555380,-3.77065189,3,720
84032,CTRA. Bº FORTUNA ENTRE PINAR DE S.JOSE Y NISSAN,40.36536703,-3.77175630,2,960
84033,SALIDA FACTORIA NISSAN,40.36564849,-3.77130421,0,0
84034,CTRA AL Bº FORTUNA N-S SENTIDO M-40,40.36498786,-3.77663695,15,600
84035,PINAR DE SAN JOSE E-O,40.36373466,-3.77699902,10,120
84036,CTRA AL Bº FORTUNA N-S SENTIDO M-40,40.36361546,-3.77819948,27,862
84037,AGUACATE ENTRADA CRUCE O-E,40.37180968,-3.74789983,16,60
84038,(TACTICO) CORONA N-S,40.36235512,-3.75165268,0,0
84039,(TACTICO)QUINCE VIGAS S-N,40.36179680,-3.75165766,22,60
84040,(TACTICO) LOS MORALES N-S,40.36257048,-3.75608832,100,180
84041,(TACTICO) LOS MORALES S-N,40.36206337,-3.75609746,100,540
84042,(TACTICO) CUEVAS ALTAMIRA N-S,40.36278614,-3.75992089,0,0
84043,(TACTICO) CUEVAS ALTAMIRA S-N,40.36229183,-3.75993921,0,0
84300,(MICRO)CTRA.AL Bº FORTUNA E-O (INTERNO),40.36413262,-3.77768373,53,240
84301,(MICRO)PINAR DE SAN JOSE S-N (INTERNO),40.36406108,-3.77728640,2,60
85001,ENTRADA A CRUCE DESDE TÚNEL CALLE 30 N-S (A 150M LINEA PARADA),40.39911658,-3.71744834,3,360
85002,SALIDA A TÚNEL CALLE 30 S-N (DESDE GTA. MARQUES DE VADILLO),40.39786247,-3.71426515,9,2480
85003,ENTRADA A CRUCE DESDE TÚNEL CALLE 30 N-S (A 100M LINEA PARADA),40.39880163,-3.71687669,22,600
85004,GRAL RICARDOS  E-O (QUINCE DE MAYO-MARQUES VADILLO),40.39719474,-3.71679246,10,480
85005,CALLE 30 N-S (ENTRADA A CRUCE  A 110 M LINEA PARADA),40.39884537,-3.71668983,5,1020
85006,GRAL RICARDOS  O-E (MANUEL CARMONA-QUINCE DE MAYO),40.39662956,-3.71784088,39,1020
85007,GRAL RICARDOS E-O(MANUEL CARMONA-SALLABERRY),40.39567915,-3.71967966,15,840
85008,ANTONIO LEYVA E-O ( JACINTO VERDAGUER - MARQUES DE VADILLO),40.39627234,-3.71514473,42,300
85009,SALLABERRY S-N (JACINTO VERDAGUER-GRAL RICARDOS),40.39482412,-3.72069021,5,180
85010,MANUEL CARMONA N-S (ARMENGOT-GRAL RICARDOS),40.39628513,-3.71890784,0,0
85011,QUINCE DE MAYO  N-S (STA SATURNINA-GRAL RICARDOS),40.39742878,-3.71739357,3,120
85012,ANTONIO LOPEZ O-E (MARQUES DE VADILLO-BALEARES),40.39739832,-3.71503627,3,180
85013,ANTONIO LÓPEZ E-O (BALEARES-MARQUES DE VADILLO),40.39707506,-3.71422098,92,300
85014,ANTONIO LÓPEZ O-E (BALEARES-MONTSERRAT),40.39650897,-3.71313870,3,180
85015,ANTONIO LÓPEZ E-O (ORGAZ-MONTSERRAT),40.39609508,-3.71214885,48,720
85016,ANTONIO LÓPEZ O-E (ESTEBAN ARTEAGA-MARQUES JURA REAL),40.39469157,-3.70934022,3,240
85017,ANTONIO LÓPEZ E-O JUNTO PP ESTEBAN ARTEAGA,40.39498757,-3.70980282,11,780
85018,(TACTICO) BALEARES JUNTO LINEA DE PARADA O-E,40.39655012,-3.71359451,33,60
85019,ANTONIO LÓPEZ E-O (Pº STA MARIA CABEZA-MARQUES JURA REAL),40.39360247,-3.70687054,6,180
85020,SAN DELFIN N-S (AVDA. DEL MANZANARES-ANTONIO LOPEZ),40.39435059,-3.70809432,50,180
85021,MARQUES JURA REAL N-S (PEDRO YAGUE-GRAL. SERRANO),40.39318402,-3.70852207,8,420
85022,MARQUES JURA REAL N-S (ANTONIO LÓPEZ-PEDRO YAGUE),40.39358892,-3.70824215,3,120
85023,MARQUES JURA REAL S-N (F. DÍAZ MENDOZA-CNEL. VALENZUELA),40.39258098,-3.70926024,10,132
85024,PEDRO YAGUE S-N (Pº STA MARIA CABEZA-MARQUES JURA REAL),40.39276756,-3.70809675,3,120
85025,BALEARES O-E (CALLE DEL SORBE-MARQUÉS DE JURA REAL),40.38994025,-3.71294634,7,300
85026,PTE DE LOS CAPUCHINOS ENTRADA CRUCE S-N,40.39005464,-3.71193876,1,180
86001,JOAQUIN TURINA ENTRE JACOBEO Y MILLAN ASTRAY,40.37299562,-3.76452100,4,600
86002,MILLAN ASTRAY ENTRE TROMPAS Y AV AVIACION,40.37207450,-3.76575206,17,1140
86003,AV. AVIACION ENTRE MILLAN ASTRAY Y JOSE CADALSO,40.37334707,-3.76677451,2,240
86004,MILLAN ASTRAY ENTRE ROMPEDIZOS Y JOAUIN TURINA,40.37389627,-3.76546188,7,480
86005,AV. AVIACION ENTRE JOSE CADALSO Y MILLAN ASTRAY,40.37341140,-3.76771122,0,60
86006,PLATILLOS ENTRE LAS TROMPAS Y AV. AVIACION,40.37295786,-3.76821998,1,180
86007,AV. AVIACION ENTRE LAS FLAUTAS Y PLATILLOS,40.37361468,-3.76900741,0,60
86008,JOSE CADALSO ENTRE GRAL SALIQUET ENTRE AV. AVIACION,40.37416657,-3.76813849,3,120
86009,AV. AVIACION ENTRE LAS FLAUTAS Y RAFAEL FINAT,40.37407193,-3.77149914,3,720
86010,LA DANZA ENTRE TROMPAS Y AV. AVIACION,40.37381758,-3.77333958,3,120
86011,AV. AVIACION ENTRE RAFAEL FINAT Y VALLE INCLAN,40.37445928,-3.77394844,8,1140
86012,RAFAEL FINAT ENTRE GRAL SALIQUET Y AV. AVIACION,40.37481394,-3.77312801,7,300
86013,ALDEANUEVA DE LA VERA,40.37512860,-3.77681410,49,240
86014,AV. AVIACION GIRO A NAVALMORAL DE LA MATA,40.37857709,-3.78414440,0,0
86015,AV. AVIACION ENTRE NAVALMORAL DE LA MATA Y MIRABEL,40.37546268,-3.78023292,2,240
86016,MIRABEL ENTRE MONROY Y AV. AVIACION,40.37612464,-3.78136312,2,60
86017,AV. AVIACION ENTRE MONROY Y MIRABEL,40.37707523,-3.78326793,0,60
86018,SALIDA BASE MILITAR,40.37740217,-3.78361454,8,360
86020,MONROY,40.37764497,-3.78342061,8,300
86021,AV. AVIACION ENTRE VALLE INCLAN Y RAFAEL FINAT,40.37455645,-3.77502667,2,360
86022,AV. AVIACION ENTRE MIRABEL Y MONROY,40.37656658,-3.78275387,7,840
86023,CNO.DE LAS CRUCES ENTRE JOSE JORDAN Y JOAQUIN TURINA,40.37246239,-3.75757662,3,120
86024,JOAQUIN TURINA ENTRE MADRE CELESTE Y CNO.DE LAS CRUCES,40.37194586,-3.75709052,2,120
86025,JOAQUIN TURINA ENTRE JUAN XXIII Y CNO.DE LAS CRUCES,40.37209930,-3.75870912,0,0
86026,RAFAEL FINAT ENTRE COLEGIO Y ROMERO BASART,40.37816072,-3.77142635,2,180
86027,RAFAEL FINAT ENTRE GRAL. SALIQUET Y ROMERO BASART,40.37686103,-3.77246965,0,60
86028,ROMERO BASART ENTRE VALLE INCLAN Y RAFAEL FINAT,40.37792853,-3.77272224,38,360
86029,ROMERO BASART ENTRE CASUARINA Y MILLAN ASTRAY,40.37812237,-3.76581662,2,120
86030,MILLAN ASTRAY ENTRE GANDO Y ROMERO BASART,40.37728038,-3.76628583,12,960
86031,ROMERO BASART ENTRE JOSE CADALSO Y MILLAN ASTRAY,40.37758351,-3.76768906,3,180
86032,RAFAEL FINAT ENTRE BLANCO SOLER Y VALLE INCLAN,40.38138817,-3.76777255,5,480
86033,MILLAN ASTRAY ENTRE FUERTE NAVIDAD Y RAFAEL FINAT,40.38009057,-3.76769944,7,300
86034,RAFAEL FINAT ENTRE JOSE CADALSO Y MILLAN ASTRAY,40.37992903,-3.76912988,2,120
87001,SAN FERMIN O-E(POPULAR-ANTEQUERA),40.37123332,-3.69295989,2,60
87002,ESTAFETA N-S(NAVASCUES-MEZQUITA),40.37273415,-3.69227164,3,360
87003,MEZQUITA E-O(ELIZONDO-MEZQUITA),40.37362600,-3.69156748,0,0
87004,ESTAFETA N-S(GIRALDA-MEZQUITA),40.37430078,-3.69248357,8,300
87005,OROVILLA N-S(AV. ROSALES-SILVINA),40.36677818,-3.69267191,0,0
87006,OROVILLA S-N (M40-SILVINA),40.36552509,-3.69211074,0,120
87007,AV. OROVILLA N-S(M-40-CIRCULO),40.36341194,-3.69072465,2,120
87008,CIRCULO O-E(SAL.CARREFOUR-AV. OROVILLA),40.36215307,-3.69060310,3,300
87009,AV. OROVILLA S-N(UNANIMIDAD-CIRCULO),40.36171257,-3.68971976,59,540
87010,(AFO)ROSALES O-E(AV.ANDALUCIA-OROVILLA),40.36835514,-3.69326232,3,360
87011,OROVILLA S-N(SILVINA-AV.ROSALES),40.36679825,-3.69257522,2,180
87012,AV. ROSALES E-O (SILVINA-ANTEQUERA),40.36724270,-3.69081948,5,480
87014,AV.ROSALES N-S (ORO-ZAFIRO),40.34822845,-3.67470774,5,420
87014,AV.ROSALES N-S (ORO-ZAFIRO),40.34969916,-3.67621004,3,300
87015,AV.DE LOS ROSALES S-N (ENTR.A MADRID),40.34897679,-3.67595871,3,300
87020,(TACTICO)ENTRADA M-40 SUR A AV. ROSALES,40.36139247,-3.68399198,17,240
87021,AV. ROSALES N-S(TANATORIO-M-40),40.36364572,-3.68479914,6,600
87022,(TACTICO)  AVDA. ROSALES A M-40 SUR,40.36256938,-3.68428576,13,360
87023,AV. ROSALES SE-NO(CTRA VILLAVERDE-M-40),40.36074274,-3.68298172,12,600
87024,(TACTICO) ORO O-E,40.35066418,-3.67760952,13,120
88001,PEÑARANDA DE BRACAMONTE ENTRE LA ADRADA Y AV ENSANCHE,40.36940761,-3.60903945,3,320
88002,AV. ENSANCHE ENTRE ENTREPEÑAS Y PEÑARANDA,40.36809668,-3.60822135,0,20
88003,PEÑARANDA BRACAMONTE ENTRE PUENTEDEY Y AV. ENSANCHE,40.36797981,-3.61014957,1,100
88004,LATERAL AV. ENSANCHE ENTRE ENTREPEÑAS Y PEÑARANDA,40.36818756,-3.60820533,7,600
88005,AV. ENSANCHE VALLECAS ENTRE PUEBLANUEVA Y PEÑARANDA,40.36948263,-3.61132745,0,0
88006,PEÑARANDA BRACAMONTE N-S(ENTREPEÑAS-AV. SUERTES),40.37167409,-3.60712492,0,60
88007,AV. SUERTES E-O(M-45-PEÑARANDA BRACAMONTE),40.37075549,-3.60671341,3,280
88008,PEÑARANDA BRACAMONTE S-N(AV. ENSANCHE VALLECAS-AV. SUERTES),40.37056363,-3.60796899,1,160
88009,AV. SUERTES O-E(AV. GAVIA-PEÑARANDA BRACAMONTE),40.37142649,-3.60820555,1,140
88010,AV. ENSANCHE VALLECAS O-E(PEÑARANDA BRACAMONTE-M-45)(LATERAL),40.36741553,-3.60744391,3,400
88011,AV. ENSANCHE VALLECAS O-E(PEÑARANDA BRACAMONTE-M-45)(CENTRAL),40.36751318,-3.60736058,0,40
88012,AV. ENSANCHE VALLECAS E-O(JOSE GUTIERREZ MAROTO-M-45)(LATERAL),40.36648656,-3.60473943,4,540
88013,AV. ENSANCHE VALLECAS E-O(JOSE GUTIERREZ MAROTO-M-45)(CENTRAL),40.36639830,-3.60480760,2,560
88014,LATERAL M-45 S-N(CCTV Gr-5),40.36625032,-3.60601488,0,0
89001,AV.E.DE VALLECAS PPAL. ENTRE M-45 Y J.G.MAROTO O-E,40.36602598,-3.60436403,0,0
89002,J.G.MAROTO ENTRE E.VALDEMAYOR Y AV.E.VALLECAS S-N,40.36490793,-3.60397929,3,400
89003,AV.E. DE VALLECAS PPAL. ENTRE R.LEÓN Y J.G.MAROTO E-O,40.36526025,-3.60253564,1,280
89004,J.G.MAROTO ENTRE B. DE PANTORBA Y AV.E. DE VALLECAS N-S,40.36638768,-3.60283471,0,100
89005,AV.E.DE VALLECAS PPAL. ENTRE E.DE LA JAROSA Y CDA. DEL SANTÍSIMO O-E,40.36427691,-3.60079368,0,20
89006,CDA.DEL SANTÍSIMO ENTRE E.VALDEMAYOR Y AV. E. DE VALLECAS S-N,40.36296368,-3.60000600,0,20
